,time slice id,user id,service id,user ip add,user ip no,service wsdl add,user as,qos value
50,50.0,0.0,0.0,0,1,1487,115,0.791
51,51.0,0.0,0.0,0,1,1487,115,0.797
52,52.0,0.0,0.0,0,1,1487,115,0.793
53,53.0,0.0,0.0,0,1,1487,115,0.918
54,54.0,0.0,0.0,0,1,1487,115,0.86
55,55.0,0.0,0.0,0,1,1487,115,0.919
56,56.0,0.0,0.0,0,1,1487,115,9.815
57,57.0,0.0,0.0,0,1,1487,115,0.815
58,58.0,0.0,0.0,0,1,1487,115,0.899
59,59.0,0.0,0.0,0,1,1487,115,0.973
60,60.0,0.0,0.0,0,1,1487,115,3.637
61,61.0,0.0,0.0,0,1,1487,115,0.757
62,62.0,0.0,0.0,0,1,1487,115,0.827
63,63.0,0.0,0.0,0,1,1487,115,0.79
64,0.0,1.0,0.0,1,0,1487,115,1.166
65,1.0,1.0,0.0,1,0,1487,115,1.871
66,2.0,1.0,0.0,1,0,1487,115,0.56
67,3.0,1.0,0.0,1,0,1487,115,0.495
68,4.0,1.0,0.0,1,0,1487,115,0.467
69,5.0,1.0,0.0,1,0,1487,115,0.595
70,6.0,1.0,0.0,1,0,1487,115,2.855
71,7.0,1.0,0.0,1,0,1487,115,3.65
72,8.0,1.0,0.0,1,0,1487,115,3.569
73,9.0,1.0,0.0,1,0,1487,115,0.515
74,10.0,1.0,0.0,1,0,1487,115,0.506
75,11.0,1.0,0.0,1,0,1487,115,3.526
76,12.0,1.0,0.0,1,0,1487,115,3.414
77,13.0,1.0,0.0,1,0,1487,115,0.484
78,14.0,1.0,0.0,1,0,1487,115,3.638
79,15.0,1.0,0.0,1,0,1487,115,0.623
80,16.0,1.0,0.0,1,0,1487,115,0.607
81,17.0,1.0,0.0,1,0,1487,115,0.452
82,18.0,1.0,0.0,1,0,1487,115,3.838
83,19.0,1.0,0.0,1,0,1487,115,0.587
84,20.0,1.0,0.0,1,0,1487,115,0.476
85,21.0,1.0,0.0,1,0,1487,115,0.566
86,22.0,1.0,0.0,1,0,1487,115,3.156
87,23.0,1.0,0.0,1,0,1487,115,3.724
88,24.0,1.0,0.0,1,0,1487,115,3.549
89,25.0,1.0,0.0,1,0,1487,115,0.593
90,26.0,1.0,0.0,1,0,1487,115,0.62
91,27.0,1.0,0.0,1,0,1487,115,0.49
92,28.0,1.0,0.0,1,0,1487,115,0.518
93,29.0,1.0,0.0,1,0,1487,115,0.571
94,30.0,1.0,0.0,1,0,1487,115,0.502
95,31.0,1.0,0.0,1,0,1487,115,0.495
96,32.0,1.0,0.0,1,0,1487,115,0.518
97,33.0,1.0,0.0,1,0,1487,115,0.565
98,34.0,1.0,0.0,1,0,1487,115,0.523
99,35.0,1.0,0.0,1,0,1487,115,0.468
100,36.0,1.0,0.0,1,0,1487,115,0.538
101,37.0,1.0,0.0,1,0,1487,115,0.516
102,38.0,1.0,0.0,1,0,1487,115,0.456
103,39.0,1.0,0.0,1,0,1487,115,0.544
104,40.0,1.0,0.0,1,0,1487,115,1.145
105,41.0,1.0,0.0,1,0,1487,115,0.721
106,42.0,1.0,0.0,1,0,1487,115,0.573
107,43.0,1.0,0.0,1,0,1487,115,0.591
108,44.0,1.0,0.0,1,0,1487,115,0.447
109,45.0,1.0,0.0,1,0,1487,115,0.547
110,46.0,1.0,0.0,1,0,1487,115,0.641
111,47.0,1.0,0.0,1,0,1487,115,0.47
112,48.0,1.0,0.0,1,0,1487,115,0.604
113,49.0,1.0,0.0,1,0,1487,115,0.498
114,50.0,1.0,0.0,1,0,1487,115,0.534
115,51.0,1.0,0.0,1,0,1487,115,0.601
116,52.0,1.0,0.0,1,0,1487,115,0.539
117,53.0,1.0,0.0,1,0,1487,115,0.569
118,54.0,1.0,0.0,1,0,1487,115,0.609
119,55.0,1.0,0.0,1,0,1487,115,0.562
120,56.0,1.0,0.0,1,0,1487,115,3.448
121,57.0,1.0,0.0,1,0,1487,115,3.191
122,58.0,1.0,0.0,1,0,1487,115,0.544
123,59.0,1.0,0.0,1,0,1487,115,0.499
124,60.0,1.0,0.0,1,0,1487,115,0.572
125,61.0,1.0,0.0,1,0,1487,115,0.542
126,62.0,1.0,0.0,1,0,1487,115,0.53
127,63.0,1.0,0.0,1,0,1487,115,0.612
128,0.0,2.0,0.0,2,7,1487,94,5.975
129,1.0,2.0,0.0,2,7,1487,94,2.19
130,2.0,2.0,0.0,2,7,1487,94,0.433
131,3.0,2.0,0.0,2,7,1487,94,0.451
132,4.0,2.0,0.0,2,7,1487,94,0.434
133,5.0,2.0,0.0,2,7,1487,94,0.411
134,6.0,2.0,0.0,2,7,1487,94,0.463
135,7.0,2.0,0.0,2,7,1487,94,0.414
136,8.0,2.0,0.0,2,7,1487,94,0.421
137,9.0,2.0,0.0,2,7,1487,94,0.418
138,10.0,2.0,0.0,2,7,1487,94,0.418
139,11.0,2.0,0.0,2,7,1487,94,0.414
140,12.0,2.0,0.0,2,7,1487,94,0.412
141,13.0,2.0,0.0,2,7,1487,94,0.466
142,14.0,2.0,0.0,2,7,1487,94,0.41
143,15.0,2.0,0.0,2,7,1487,94,0.446
144,16.0,2.0,0.0,2,7,1487,94,0.414
145,17.0,2.0,0.0,2,7,1487,94,0.457
146,18.0,2.0,0.0,2,7,1487,94,0.412
147,19.0,2.0,0.0,2,7,1487,94,0.414
148,20.0,2.0,0.0,2,7,1487,94,0.422
149,21.0,2.0,0.0,2,7,1487,94,0.429
150,22.0,2.0,0.0,2,7,1487,94,0.413
151,23.0,2.0,0.0,2,7,1487,94,0.415
152,24.0,2.0,0.0,2,7,1487,94,0.413
153,25.0,2.0,0.0,2,7,1487,94,0.412
154,26.0,2.0,0.0,2,7,1487,94,0.411
155,27.0,2.0,0.0,2,7,1487,94,0.421
156,28.0,2.0,0.0,2,7,1487,94,0.413
157,29.0,2.0,0.0,2,7,1487,94,0.412
158,30.0,2.0,0.0,2,7,1487,94,0.415
159,31.0,2.0,0.0,2,7,1487,94,0.421
160,32.0,2.0,0.0,2,7,1487,94,0.414
161,33.0,2.0,0.0,2,7,1487,94,0.413
162,34.0,2.0,0.0,2,7,1487,94,0.413
163,35.0,2.0,0.0,2,7,1487,94,0.411
164,36.0,2.0,0.0,2,7,1487,94,0.417
165,37.0,2.0,0.0,2,7,1487,94,0.413
166,38.0,2.0,0.0,2,7,1487,94,0.417
167,39.0,2.0,0.0,2,7,1487,94,0.416
168,40.0,2.0,0.0,2,7,1487,94,0.416
169,41.0,2.0,0.0,2,7,1487,94,0.414
170,42.0,2.0,0.0,2,7,1487,94,0.419
171,43.0,2.0,0.0,2,7,1487,94,0.423
172,44.0,2.0,0.0,2,7,1487,94,0.413
173,45.0,2.0,0.0,2,7,1487,94,0.439
174,46.0,2.0,0.0,2,7,1487,94,0.996
175,47.0,2.0,0.0,2,7,1487,94,0.428
176,48.0,2.0,0.0,2,7,1487,94,0.414
177,49.0,2.0,0.0,2,7,1487,94,0.414
178,50.0,2.0,0.0,2,7,1487,94,0.416
179,51.0,2.0,0.0,2,7,1487,94,0.412
180,52.0,2.0,0.0,2,7,1487,94,0.412
181,53.0,2.0,0.0,2,7,1487,94,0.449
182,54.0,2.0,0.0,2,7,1487,94,0.413
183,55.0,2.0,0.0,2,7,1487,94,0.411
184,56.0,2.0,0.0,2,7,1487,94,0.415
185,57.0,2.0,0.0,2,7,1487,94,0.587
186,58.0,2.0,0.0,2,7,1487,94,0.415
187,59.0,2.0,0.0,2,7,1487,94,0.413
188,60.0,2.0,0.0,2,7,1487,94,0.415
189,61.0,2.0,0.0,2,7,1487,94,0.412
190,62.0,2.0,0.0,2,7,1487,94,0.413
191,63.0,2.0,0.0,2,7,1487,94,0.414
192,0.0,3.0,0.0,3,12,1487,28,11.014
193,1.0,3.0,0.0,3,12,1487,28,1.277
194,2.0,3.0,0.0,3,12,1487,28,1.522
195,3.0,3.0,0.0,3,12,1487,28,1.414
196,4.0,3.0,0.0,3,12,1487,28,4.483
197,5.0,3.0,0.0,3,12,1487,28,0.951
198,6.0,3.0,0.0,3,12,1487,28,2.017
199,7.0,3.0,0.0,3,12,1487,28,18.152
200,8.0,3.0,0.0,3,12,1487,28,1.08
201,9.0,3.0,0.0,3,12,1487,28,0.591
202,10.0,3.0,0.0,3,12,1487,28,1.796
203,11.0,3.0,0.0,3,12,1487,28,0.582
204,12.0,3.0,0.0,3,12,1487,28,4.277
205,13.0,3.0,0.0,3,12,1487,28,3.741
206,14.0,3.0,0.0,3,12,1487,28,0.924
207,15.0,3.0,0.0,3,12,1487,28,1.56
208,16.0,3.0,0.0,3,12,1487,28,0.696
209,17.0,3.0,0.0,3,12,1487,28,1.029
210,18.0,3.0,0.0,3,12,1487,28,2.725
211,19.0,3.0,0.0,3,12,1487,28,0.913
212,20.0,3.0,0.0,3,12,1487,28,1.009
213,21.0,3.0,0.0,3,12,1487,28,0.611
214,22.0,3.0,0.0,3,12,1487,28,2.268
215,23.0,3.0,0.0,3,12,1487,28,1.074
216,24.0,3.0,0.0,3,12,1487,28,1.291
217,25.0,3.0,0.0,3,12,1487,28,1.353
218,26.0,3.0,0.0,3,12,1487,28,5.476
219,27.0,3.0,0.0,3,12,1487,28,2.036
220,28.0,3.0,0.0,3,12,1487,28,1.034
221,29.0,3.0,0.0,3,12,1487,28,1.044
222,30.0,3.0,0.0,3,12,1487,28,4.157
223,31.0,3.0,0.0,3,12,1487,28,3.013
224,32.0,3.0,0.0,3,12,1487,28,3.867
225,33.0,3.0,0.0,3,12,1487,28,1.265
226,34.0,3.0,0.0,3,12,1487,28,9.949
227,35.0,3.0,0.0,3,12,1487,28,1.698
228,36.0,3.0,0.0,3,12,1487,28,0.973
229,37.0,3.0,0.0,3,12,1487,28,0.971
230,38.0,3.0,0.0,3,12,1487,28,1.63
231,39.0,3.0,0.0,3,12,1487,28,0.482
232,40.0,3.0,0.0,3,12,1487,28,2.87
233,41.0,3.0,0.0,3,12,1487,28,0.671
234,42.0,3.0,0.0,3,12,1487,28,1.045
235,43.0,3.0,0.0,3,12,1487,28,1.895
236,44.0,3.0,0.0,3,12,1487,28,2.731
237,45.0,3.0,0.0,3,12,1487,28,0.695
238,46.0,3.0,0.0,3,12,1487,28,3.518
239,47.0,3.0,0.0,3,12,1487,28,1.567
240,48.0,3.0,0.0,3,12,1487,28,3.053
241,49.0,3.0,0.0,3,12,1487,28,0.604
242,50.0,3.0,0.0,3,12,1487,28,0.455
243,51.0,3.0,0.0,3,12,1487,28,3.329
244,52.0,3.0,0.0,3,12,1487,28,0.646
245,53.0,3.0,0.0,3,12,1487,28,2.441
246,54.0,3.0,0.0,3,12,1487,28,0.679
247,55.0,3.0,0.0,3,12,1487,28,1.588
248,56.0,3.0,0.0,3,12,1487,28,2.646
249,57.0,3.0,0.0,3,12,1487,28,0.801
250,58.0,3.0,0.0,3,12,1487,28,4.092
251,59.0,3.0,0.0,3,12,1487,28,1.458
252,60.0,3.0,0.0,3,12,1487,28,2.246
253,61.0,3.0,0.0,3,12,1487,28,0.963
254,62.0,3.0,0.0,3,12,1487,28,5.638
255,63.0,3.0,0.0,3,12,1487,28,2.01
256,0.0,4.0,0.0,4,13,1487,28,0.783
257,1.0,4.0,0.0,4,13,1487,28,0.528
258,2.0,4.0,0.0,4,13,1487,28,0.694
259,3.0,4.0,0.0,4,13,1487,28,0.547
260,4.0,4.0,0.0,4,13,1487,28,0.602
261,5.0,4.0,0.0,4,13,1487,28,3.601
262,6.0,4.0,0.0,4,13,1487,28,0.601
263,7.0,4.0,0.0,4,13,1487,28,0.54
264,8.0,4.0,0.0,4,13,1487,28,0.546
265,9.0,4.0,0.0,4,13,1487,28,0.578
266,10.0,4.0,0.0,4,13,1487,28,0.575
267,11.0,4.0,0.0,4,13,1487,28,0.53
268,12.0,4.0,0.0,4,13,1487,28,0.614
269,13.0,4.0,0.0,4,13,1487,28,0.532
270,14.0,4.0,0.0,4,13,1487,28,0.505
271,15.0,4.0,0.0,4,13,1487,28,0.504
272,16.0,4.0,0.0,4,13,1487,28,0.52
273,17.0,4.0,0.0,4,13,1487,28,0.603
274,18.0,4.0,0.0,4,13,1487,28,0.526
275,19.0,4.0,0.0,4,13,1487,28,0.614
276,20.0,4.0,0.0,4,13,1487,28,0.584
277,21.0,4.0,0.0,4,13,1487,28,0.555
278,22.0,4.0,0.0,4,13,1487,28,0.512
279,23.0,4.0,0.0,4,13,1487,28,0.671
280,24.0,4.0,0.0,4,13,1487,28,0.519
281,25.0,4.0,0.0,4,13,1487,28,0.537
282,26.0,4.0,0.0,4,13,1487,28,0.593
283,27.0,4.0,0.0,4,13,1487,28,3.093
284,28.0,4.0,0.0,4,13,1487,28,0.506
285,29.0,4.0,0.0,4,13,1487,28,0.516
286,30.0,4.0,0.0,4,13,1487,28,0.52
287,31.0,4.0,0.0,4,13,1487,28,0.564
288,32.0,4.0,0.0,4,13,1487,28,0.571
289,33.0,4.0,0.0,4,13,1487,28,0.567
290,34.0,4.0,0.0,4,13,1487,28,0.537
291,35.0,4.0,0.0,4,13,1487,28,0.528
292,36.0,4.0,0.0,4,13,1487,28,0.512
293,37.0,4.0,0.0,4,13,1487,28,0.509
294,38.0,4.0,0.0,4,13,1487,28,0.537
295,39.0,4.0,0.0,4,13,1487,28,0.533
296,40.0,4.0,0.0,4,13,1487,28,0.51
297,41.0,4.0,0.0,4,13,1487,28,0.605
298,42.0,4.0,0.0,4,13,1487,28,0.561
299,43.0,4.0,0.0,4,13,1487,28,0.508
300,44.0,4.0,0.0,4,13,1487,28,0.545
301,45.0,4.0,0.0,4,13,1487,28,0.516
302,46.0,4.0,0.0,4,13,1487,28,0.534
303,47.0,4.0,0.0,4,13,1487,28,0.597
304,48.0,4.0,0.0,4,13,1487,28,0.536
305,49.0,4.0,0.0,4,13,1487,28,0.574
306,50.0,4.0,0.0,4,13,1487,28,0.597
307,51.0,4.0,0.0,4,13,1487,28,0.516
308,52.0,4.0,0.0,4,13,1487,28,0.509
309,53.0,4.0,0.0,4,13,1487,28,0.521
310,54.0,4.0,0.0,4,13,1487,28,0.745
311,55.0,4.0,0.0,4,13,1487,28,0.511
312,56.0,4.0,0.0,4,13,1487,28,0.572
313,57.0,4.0,0.0,4,13,1487,28,0.561
314,58.0,4.0,0.0,4,13,1487,28,0.656
315,59.0,4.0,0.0,4,13,1487,28,0.556
316,60.0,4.0,0.0,4,13,1487,28,0.602
317,61.0,4.0,0.0,4,13,1487,28,0.512
318,62.0,4.0,0.0,4,13,1487,28,0.526
319,63.0,4.0,0.0,4,13,1487,28,0.553
320,0.0,5.0,0.0,5,27,1487,15,0.729
321,1.0,5.0,0.0,5,27,1487,15,3.436
322,2.0,5.0,0.0,5,27,1487,15,0.509
323,3.0,5.0,0.0,5,27,1487,15,0.574
324,4.0,5.0,0.0,5,27,1487,15,0.633
325,5.0,5.0,0.0,5,27,1487,15,3.256
326,6.0,5.0,0.0,5,27,1487,15,0.632
327,7.0,5.0,0.0,5,27,1487,15,0.587
328,8.0,5.0,0.0,5,27,1487,15,0.547
329,9.0,5.0,0.0,5,27,1487,15,0.665
330,10.0,5.0,0.0,5,27,1487,15,0.535
331,11.0,5.0,0.0,5,27,1487,15,3.552
332,12.0,5.0,0.0,5,27,1487,15,0.513
333,13.0,5.0,0.0,5,27,1487,15,3.496
334,14.0,5.0,0.0,5,27,1487,15,3.64
335,15.0,5.0,0.0,5,27,1487,15,0.608
336,16.0,5.0,0.0,5,27,1487,15,0.57
337,17.0,5.0,0.0,5,27,1487,15,0.62
338,18.0,5.0,0.0,5,27,1487,15,0.625
339,19.0,5.0,0.0,5,27,1487,15,0.629
340,20.0,5.0,0.0,5,27,1487,15,0.57
341,21.0,5.0,0.0,5,27,1487,15,0.528
342,22.0,5.0,0.0,5,27,1487,15,0.56
343,23.0,5.0,0.0,5,27,1487,15,0.589
344,24.0,5.0,0.0,5,27,1487,15,3.32
345,25.0,5.0,0.0,5,27,1487,15,0.572
346,26.0,5.0,0.0,5,27,1487,15,0.51
347,27.0,5.0,0.0,5,27,1487,15,0.578
348,28.0,5.0,0.0,5,27,1487,15,0.634
349,29.0,5.0,0.0,5,27,1487,15,0.594
350,30.0,5.0,0.0,5,27,1487,15,3.648
351,31.0,5.0,0.0,5,27,1487,15,0.624
352,32.0,5.0,0.0,5,27,1487,15,0.585
353,33.0,5.0,0.0,5,27,1487,15,0.528
354,34.0,5.0,0.0,5,27,1487,15,0.607
355,35.0,5.0,0.0,5,27,1487,15,0.524
356,36.0,5.0,0.0,5,27,1487,15,0.543
357,37.0,5.0,0.0,5,27,1487,15,0.673
358,38.0,5.0,0.0,5,27,1487,15,0.615
359,39.0,5.0,0.0,5,27,1487,15,0.568
360,40.0,5.0,0.0,5,27,1487,15,0.528
361,41.0,5.0,0.0,5,27,1487,15,0.665
362,42.0,5.0,0.0,5,27,1487,15,0.556
363,43.0,5.0,0.0,5,27,1487,15,0.513
364,44.0,5.0,0.0,5,27,1487,15,0.57
365,45.0,5.0,0.0,5,27,1487,15,0.541
366,46.0,5.0,0.0,5,27,1487,15,0.559
367,47.0,5.0,0.0,5,27,1487,15,0.64
368,48.0,5.0,0.0,5,27,1487,15,0.517
369,49.0,5.0,0.0,5,27,1487,15,0.602
370,50.0,5.0,0.0,5,27,1487,15,0.545
371,51.0,5.0,0.0,5,27,1487,15,0.571
372,52.0,5.0,0.0,5,27,1487,15,3.303
373,53.0,5.0,0.0,5,27,1487,15,0.596
374,54.0,5.0,0.0,5,27,1487,15,0.553
375,55.0,5.0,0.0,5,27,1487,15,0.501
376,56.0,5.0,0.0,5,27,1487,15,0.601
377,57.0,5.0,0.0,5,27,1487,15,9.333
378,58.0,5.0,0.0,5,27,1487,15,0.65
379,59.0,5.0,0.0,5,27,1487,15,0.72
380,60.0,5.0,0.0,5,27,1487,15,0.516
381,61.0,5.0,0.0,5,27,1487,15,0.496
382,62.0,5.0,0.0,5,27,1487,15,3.46
383,63.0,5.0,0.0,5,27,1487,15,0.576
384,0.0,6.0,0.0,6,28,1487,15,0.916
385,1.0,6.0,0.0,6,28,1487,15,0.43
386,2.0,6.0,0.0,6,28,1487,15,0.483
387,3.0,6.0,0.0,6,28,1487,15,0.437
388,4.0,6.0,0.0,6,28,1487,15,0.492
389,5.0,6.0,0.0,6,28,1487,15,3.439
390,6.0,6.0,0.0,6,28,1487,15,0.409
391,7.0,6.0,0.0,6,28,1487,15,0.405
392,8.0,6.0,0.0,6,28,1487,15,0.435
393,9.0,6.0,0.0,6,28,1487,15,0.488
394,10.0,6.0,0.0,6,28,1487,15,0.565
395,11.0,6.0,0.0,6,28,1487,15,10.174
396,12.0,6.0,0.0,6,28,1487,15,0.458
397,13.0,6.0,0.0,6,28,1487,15,3.366
398,14.0,6.0,0.0,6,28,1487,15,0.434
399,15.0,6.0,0.0,6,28,1487,15,0.478
400,16.0,6.0,0.0,6,28,1487,15,0.498
401,17.0,6.0,0.0,6,28,1487,15,6.752
402,18.0,6.0,0.0,6,28,1487,15,0.431
403,19.0,6.0,0.0,6,28,1487,15,0.523
404,20.0,6.0,0.0,6,28,1487,15,0.398
405,21.0,6.0,0.0,6,28,1487,15,0.438
406,22.0,6.0,0.0,6,28,1487,15,0.596
407,23.0,6.0,0.0,6,28,1487,15,3.565
408,24.0,6.0,0.0,6,28,1487,15,0.492
409,25.0,6.0,0.0,6,28,1487,15,0.403
410,26.0,6.0,0.0,6,28,1487,15,0.414
411,27.0,6.0,0.0,6,28,1487,15,0.458
412,28.0,6.0,0.0,6,28,1487,15,0.41
413,29.0,6.0,0.0,6,28,1487,15,9.786
414,30.0,6.0,0.0,6,28,1487,15,0.412
415,31.0,6.0,0.0,6,28,1487,15,0.482
416,32.0,6.0,0.0,6,28,1487,15,0.41
417,33.0,6.0,0.0,6,28,1487,15,6.716
418,34.0,6.0,0.0,6,28,1487,15,9.391
419,35.0,6.0,0.0,6,28,1487,15,0.39
420,36.0,6.0,0.0,6,28,1487,15,0.451
421,37.0,6.0,0.0,6,28,1487,15,0.518
422,38.0,6.0,0.0,6,28,1487,15,0.484
423,39.0,6.0,0.0,6,28,1487,15,0.563
424,40.0,6.0,0.0,6,28,1487,15,0.428
425,41.0,6.0,0.0,6,28,1487,15,0.429
426,42.0,6.0,0.0,6,28,1487,15,0.501
427,43.0,6.0,0.0,6,28,1487,15,0.514
428,44.0,6.0,0.0,6,28,1487,15,0.434
429,45.0,6.0,0.0,6,28,1487,15,9.271
430,46.0,6.0,0.0,6,28,1487,15,0.469
431,47.0,6.0,0.0,6,28,1487,15,0.396
432,48.0,6.0,0.0,6,28,1487,15,0.475
433,49.0,6.0,0.0,6,28,1487,15,0.473
434,50.0,6.0,0.0,6,28,1487,15,0.445
435,51.0,6.0,0.0,6,28,1487,15,0.443
436,52.0,6.0,0.0,6,28,1487,15,0.498
437,53.0,6.0,0.0,6,28,1487,15,0.529
438,54.0,6.0,0.0,6,28,1487,15,0.463
439,55.0,6.0,0.0,6,28,1487,15,1.512
440,56.0,6.0,0.0,6,28,1487,15,0.464
441,57.0,6.0,0.0,6,28,1487,15,0.49
442,58.0,6.0,0.0,6,28,1487,15,0.504
443,59.0,6.0,0.0,6,28,1487,15,0.521
444,60.0,6.0,0.0,6,28,1487,15,0.396
445,61.0,6.0,0.0,6,28,1487,15,0.417
446,62.0,6.0,0.0,6,28,1487,15,0.455
447,63.0,6.0,0.0,6,28,1487,15,3.483
448,0.0,7.0,0.0,7,29,1487,15,0.718
449,1.0,7.0,0.0,7,29,1487,15,0.453
450,2.0,7.0,0.0,7,29,1487,15,0.408
451,3.0,7.0,0.0,7,29,1487,15,0.437
452,4.0,7.0,0.0,7,29,1487,15,0.45
453,5.0,7.0,0.0,7,29,1487,15,0.444
454,6.0,7.0,0.0,7,29,1487,15,0.48
455,7.0,7.0,0.0,7,29,1487,15,0.437
456,8.0,7.0,0.0,7,29,1487,15,0.543
457,9.0,7.0,0.0,7,29,1487,15,0.497
458,10.0,7.0,0.0,7,29,1487,15,0.468
459,11.0,7.0,0.0,7,29,1487,15,0.465
460,12.0,7.0,0.0,7,29,1487,15,0.415
461,13.0,7.0,0.0,7,29,1487,15,0.472
462,14.0,7.0,0.0,7,29,1487,15,0.43
463,15.0,7.0,0.0,7,29,1487,15,0.483
464,16.0,7.0,0.0,7,29,1487,15,0.445
465,17.0,7.0,0.0,7,29,1487,15,0.446
466,18.0,7.0,0.0,7,29,1487,15,0.504
467,19.0,7.0,0.0,7,29,1487,15,0.609
468,20.0,7.0,0.0,7,29,1487,15,0.482
469,21.0,7.0,0.0,7,29,1487,15,0.645
470,22.0,7.0,0.0,7,29,1487,15,0.514
471,23.0,7.0,0.0,7,29,1487,15,0.45
472,24.0,7.0,0.0,7,29,1487,15,0.418
473,25.0,7.0,0.0,7,29,1487,15,0.469
474,26.0,7.0,0.0,7,29,1487,15,0.49
475,27.0,7.0,0.0,7,29,1487,15,0.533
476,28.0,7.0,0.0,7,29,1487,15,0.491
477,29.0,7.0,0.0,7,29,1487,15,0.55
478,30.0,7.0,0.0,7,29,1487,15,0.528
479,31.0,7.0,0.0,7,29,1487,15,0.672
480,32.0,7.0,0.0,7,29,1487,15,0.507
481,33.0,7.0,0.0,7,29,1487,15,0.485
482,34.0,7.0,0.0,7,29,1487,15,0.609
483,35.0,7.0,0.0,7,29,1487,15,0.497
484,36.0,7.0,0.0,7,29,1487,15,0.522
485,37.0,7.0,0.0,7,29,1487,15,0.446
486,38.0,7.0,0.0,7,29,1487,15,0.492
487,39.0,7.0,0.0,7,29,1487,15,0.47
488,40.0,7.0,0.0,7,29,1487,15,0.445
489,41.0,7.0,0.0,7,29,1487,15,0.517
490,42.0,7.0,0.0,7,29,1487,15,0.473
491,43.0,7.0,0.0,7,29,1487,15,0.532
492,44.0,7.0,0.0,7,29,1487,15,0.465
493,45.0,7.0,0.0,7,29,1487,15,0.414
494,46.0,7.0,0.0,7,29,1487,15,0.562
495,47.0,7.0,0.0,7,29,1487,15,0.48
496,48.0,7.0,0.0,7,29,1487,15,10.771
497,49.0,7.0,0.0,7,29,1487,15,10.675
498,50.0,7.0,0.0,7,29,1487,15,3.67
499,51.0,7.0,0.0,7,29,1487,15,0.511
500,52.0,7.0,0.0,7,29,1487,15,3.489
501,53.0,7.0,0.0,7,29,1487,15,0.424
502,54.0,7.0,0.0,7,29,1487,15,0.448
503,55.0,7.0,0.0,7,29,1487,15,0.553
504,56.0,7.0,0.0,7,29,1487,15,0.48
505,57.0,7.0,0.0,7,29,1487,15,0.444
506,58.0,7.0,0.0,7,29,1487,15,0.553
507,59.0,7.0,0.0,7,29,1487,15,0.486
508,60.0,7.0,0.0,7,29,1487,15,0.474
509,61.0,7.0,0.0,7,29,1487,15,0.546
510,62.0,7.0,0.0,7,29,1487,15,3.71
511,63.0,7.0,0.0,7,29,1487,15,0.425
512,0.0,8.0,0.0,8,30,1487,133,20.0
513,1.0,8.0,0.0,8,30,1487,133,3.215
514,2.0,8.0,0.0,8,30,1487,133,0.577
